accession,domain,family,genome_type,host,isolate,order,size,subfamily,subgenome_type,topology,virus
NC_031912,Viruses,Podoviridae,Caudovirales,Flavobacterium psychrophilum 950106-1/1,,,89937,,unclassified Fipvunavirus,linear,Flavobacterium phage Fpv20
NC_031911,Viruses,Siphoviridae,Caudovirales,Flavobacterium psychrophilum MH1,,,39290,,Flavobacterium virus 1H,linear,Flavobacterium phage 1H
NC_031910,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae 08B08535,,,41887,,,linear,Streptococcus phage phiARI0031
NC_031909,Viruses,Myoviridae,Caudovirales,Campylobacter jejuni NCTC 11168,,,134927,,unclassified Fletchervirus,linear,Campylobacter phage PC14
NC_031908,Viruses,Podoviridae,Caudovirales,Pseudoalteromonas marina mano4,,,42685,,unclassified Kafunavirus,linear,Pseudoalteromonas phage PH1
NC_031907,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae 10B04751,,,33181,,,linear,Streptococcus phage phiARI0746
NC_031906,Viruses,Myoviridae,Caudovirales,Synechococcus sp.,1010CC42,,198190,,,linear,Synechococcus phage S-CAM3
NC_031905,Viruses,,unclassified bacterial viruses,Flavobacterium psychrophilum 950106-1/1,,,42894,,,linear,Flavobacterium phage Fpv7
NC_031904,Viruses,Podoviridae,Caudovirales,Flavobacterium psychrophilum 950106-1/1,,,88421,,unclassified Fipvunavirus,linear,Flavobacterium phage Fpv3
NC_031903,Viruses,Myoviridae,Caudovirales,Synechococcus sp.,1209TA19,,172345,,,linear,Synechococcus phage S-CAM22
NC_031902,Viruses,Siphoviridae,Caudovirales,Salmonella enterica,,,125114,,Tequintavirus,linear,Salmonella phage 100268_sal2
NC_031901,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae 09B07772,,,42927,,,linear,Streptococcus phage phiARI0131-1
NC_031945,Viruses,,unclassified bacterial viruses,Flavobacterium psychrophilum 950106-1/1,,,42696,,,linear,Flavobacterium phage Fpv11
NC_031921,Viruses,,unclassified bacterial viruses,Flavobacterium psychrophilum 950106-1/1,,,42696,,,linear,Flavobacterium phage Fpv5
NC_031900,Viruses,Myoviridae,Caudovirales,Synechococcus sp.,0809SB33,,191983,,,linear,Synechococcus phage S-CAM4
NC_022331,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,69309,,Coopervirus,circular,Mycobacterium phage Bane1
NC_031274,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa PAO1,,,50509,,,linear,Pseudomonas phage O4
NC_031265,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,49894,,,linear,Gordonia phage Guacamole
NC_031264,Viruses,Siphoviridae,Caudovirales,Brucella inopinata strain BO1,BiPBO1,,46877,,,linear,Brucella phage BiPBO1
NC_031253,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,77832,,,linear,Mycobacterium phage Bipper
NC_031252,Viruses,Myoviridae,Caudovirales,Arthrobacter sp. ATCC 21022,,,51290,,Arthrobacter virus BarretLemon,linear,Arthrobacter phage BarretLemon
NC_031247,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,50636,,Gordonia virus BetterKatz,linear,Gordonia phage BetterKatz
NC_031230,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,98136,,Gordonia virus Yvonnetastic,linear,Gordonia phage Yvonnetastic
NC_031228,Viruses,Siphoviridae,Caudovirales,Salmonella enterica Hadar,,,60606,,unclassified Chivirus,linear,Salmonella phage BP12C
NC_031250,Viruses,Myoviridae,Caudovirales,Salmonella enterica Infantis,,,52437,,,linear,Salmonella phage BP63
NC_031249,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,50127,,,linear,Gordonia phage UmaThurman
NC_031246,Viruses,Podoviridae,Caudovirales,Klebsiella pneumoniae B-7850,,,43267,,Drulisvirus,linear,Klebsiella phage KpV71
NC_031242,Viruses,Myoviridae,Caudovirales,Synechococcus sp.,RW_29_0704,,174307,,,linear,Cyanophage S-RIM50
NC_031237,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,49286,,,linear,Gordonia phage Obliviate
NC_031234,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,43982,,Gordonia virus Emalyn,linear,Gordonia phage Emalyn
NC_031231,Viruses,Siphoviridae,Caudovirales,Arthrobacter sp. ATCC 21022,,,58871,,Kelleziovirus,linear,Arthrobacter phage KellEzio
NC_031229,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,76972,,Woesvirus,linear,Gordonia phage Hotorobo
NC_031280,Viruses,Myoviridae,Caudovirales,Acinetobacter baumannii Acb8/09,,,104906,,,linear,Acinetobacter phage vB_AbaM_phiAbaA1
NC_031271,Viruses,Podoviridae,Caudovirales,Salmonella enterica Hadar,,,43602,,unclassified Zindervirus,linear,Salmonella phage BP12B
NC_031260,Viruses,Siphoviridae,Caudovirales,Enterococcus faecium,,,41170,,Enterococcus virus EcZZ2,linear,Enterococcus phage Ec-ZZ2
NC_031258,Viruses,Podoviridae,Caudovirales,Salmonella enterica Hadar,,,39696,,Teseptimavirus,linear,Salmonella phage BP12A
NC_031254,Viruses,Siphoviridae,Caudovirales,Arthrobacter sp. ATCC 21022,,,58560,,Kelleziovirus,linear,Arthrobacter phage Kitkat
NC_031241,Viruses,Siphoviridae,Caudovirales,Staphylococcus epidermidis LM1680,,,43293,,unclassified Phietavirus,linear,Staphylococcus phage CNPx
NC_031235,Viruses,Myoviridae,Caudovirales,Synechococcus sp.,RW_108_0702,,194437,,,linear,Cyanophage S-RIM32
NC_023594,Viruses,Myoviridae,Caudovirales,Shewanella putrefaciens,,,54791,,,circular,Shewanella phage Spp001
NC_031129,Viruses,Myoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Indiana J46,,,103445,,Salmonella virus SJ46,circular,Salmonella phage SJ46
NC_031128,Viruses,Ackermannviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Typhimurium,,,158081,,Kuttervirus,circular,Salmonella phage vB_SalM_PM10
NC_031127,Viruses,Myoviridae,Caudovirales,Erwinia amylovora ATCC 29780,,,240761,,unclassified Machinavirus,linear,Erwinia phage vB_EamM_Huxley
NC_031122,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,44929,,Gordonia virus Eyre,linear,Gordonia phage Eyre
NC_031121,Viruses,Podoviridae,Caudovirales,Bacillus thuringiensis subspecies kurstaki,,,25908,,unclassified Salasvirus,linear,Bacillus phage Aurora
NC_031120,Viruses,Myoviridae,Caudovirales,Erwinia amylovora ATCC 29780,,,241147,,unclassified Machinavirus,linear,Erwinia phage vB_EamM_Caitlin
NC_031117,Viruses,Myoviridae,Caudovirales,Acinetobacter baumannii,,,44885,,Acinetobacter virus LZ35,linear,Acinetobacter phage LZ35
NC_031115,Viruses,Podoviridae,Caudovirales,Morganella sp.,,,39616,,Teseptimavirus,linear,Morganella phage vB_MmoP_MP2
NC_031114,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,39235,,Teseptimavirus,linear,Escherichia phage 64795_ec1
NC_031110,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa PAO,,,93129,,Pseudomonas virus phiMK,linear,Pseudomonas phage phiMK
NC_031109,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,78302,,Gordonia virus Jumbo,linear,Gordonia phage Jumbo
NC_031108,Viruses,Siphoviridae,Caudovirales,Propionibacterium freudenreichii,,,39640,,unclassified Pulverervirus,linear,Propionibacterium phage PFR2
NC_031104,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa clinical isolate PA21,,,72979,,unclassified Litunavirus,linear,Pseudomonas phage vB_PaeP_MAG4
NC_031103,Viruses,Myoviridae,Caudovirales,Escherichia coli UFV30,,,165772,,unclassified Tequatrovirus,linear,Escherichia phage vB_EcoM-UFV13
NC_031101,Viruses,Siphoviridae,Caudovirales,Weissella sp.,,,33697,,,linear,Weissella phage WCP30
NC_031100,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subsp. kurstaki,,,164443,,unclassified Bequatrovirus,linear,Bacillus phage Phrodo
NC_031098,Viruses,Siphoviridae,Caudovirales,Acinetobacter baumannii A118,,,40749,,unclassified Vieuvirus,linear,Acinetobacter phage vB_AbaS_TRS1
NC_031097,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,52077,,Nymphadoravirus,linear,Gordonia phage Zirinka
NC_031096,Viruses,Podoviridae,Caudovirales,Pectobacterium atrosepticum PB72,,,44570,,Pectobacterium virus PP90,linear,Pectobacterium phage PP90
NC_031095,Viruses,Myoviridae,Caudovirales,Klebsiella oxytoca ATCC 43863,,,168758,,Jiaodavirus,linear,Klebsiella phage PKO111
NC_031092,Viruses,Podoviridae,Caudovirales,Citrobacter freundii CF5,,,39158,,Teseptimavirus,linear,Citrobacter phage SH2
NC_031090,Viruses,Myoviridae,Caudovirales,Shigella sonnei,,,169621,,Shigella virus SHSML521,linear,Shigella phage SHSML-52-1
NC_031087,Viruses,Myoviridae,Caudovirales,Klebsiella pneumoniae KPB463,,,168272,,unclassified Jiaodavirus,linear,Klebsiella phage vB_KpnM_KpV477
NC_031082,Viruses,Myoviridae,Caudovirales,Escherichia coli K12,,,87662,,Escherichia virus Alf5,linear,Escherichia phage vB_EcoM_Alf5
NC_031081,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,45206,,unclassified Dhillonvirus,linear,Escherichia phage Envy
NC_031080,Viruses,Myoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,160985,,unclassified Bixzunavirus,linear,Mycobacterium phage Tonenili
NC_031078,Viruses,Siphoviridae,Caudovirales,Streptomyces griseus ATCC 10137,,,50082,,unclassified Likavirus,linear,Streptomyces phage Nanodon
NC_031077,Viruses,Podoviridae,Caudovirales,Enterobacter sp. CT7,,,41760,,unclassified Uetakevirus,linear,Enterobacter phage Tyrion
NC_031076,Viruses,Siphoviridae,Caudovirales,Propionibacterium freudenreichii,,,38071,,Pulverervirus,linear,Propionibacterium phage PFR1
NC_031075,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis DGCC7271,,,22240,,Ceduovirus,linear,Lactococcus phage M5938
NC_031074,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,92580,,Gordonia virus Bantam,linear,Gordonia phage Bantam
NC_031072,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,47898,,,linear,Gordonia phage CaptainKirk2
NC_031071,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis DGCC7271,,,22825,,Ceduovirus,linear,Lactococcus phage D4410
NC_031070,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subsp. kurstaki,,,162375,,unclassified Wphvirus,linear,Bacillus phage Nemo
NC_031066,Viruses,Podoviridae,Caudovirales,Citrobacter freundii CF5,,,39434,,Teseptimavirus,linear,Citrobacter phage SH1
NC_031064,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis SMQ-86,,,36202,,,linear,Lactococcus phage 98201
NC_031063,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa Kutter,,,72697,,Litunavirus,linear,Pseudomonas phage PEV2
NC_031059,Viruses,Siphoviridae,Caudovirales,Rhodovulum sp. P5,,,38773,,,linear,Rhodovulum phage vB_RhkS_P1
NC_031055,Viruses,Siphoviridae,Caudovirales,Bacillus cereus EFR-5,,,43773,,,linear,Bacillus phage PfEFR-5
NC_031054,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subspecies kurstaki,,,162415,,unclassified Wphvirus,linear,Bacillus phage DirtyBetty
NC_031053,Viruses,Siphoviridae,Caudovirales,Klebsiella pneumoniae KCTC 2242,,,50934,,Webervirus,linear,Klebsiella phage PKP126
NC_031052,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,57804,,Wizardvirus,linear,Gordonia phage Twister6
NC_031050,Viruses,Siphoviridae,Caudovirales,Escherichia coli NovaBlue,,,51802,,unclassified Eclunavirus,linear,Enterobacteria phage vB_EcoS_NBD2
NC_031049,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subsp. kurstaki,,,161929,,unclassified Wphvirus,linear,Bacillus phage NotTheCreek
NC_031048,Viruses,Myoviridae,Caudovirales,Enterobacter sp. CT7,,,41918,,unclassified Jilinvirus,linear,Enterobacter phage Arya
NC_031047,Viruses,Myoviridae,Caudovirales,Escherichia coli O157:H7 ATCC 43890,,,170770,,Escherichia virus HY03,linear,Escherichia phage HY03
NC_031046,Viruses,Podoviridae,Caudovirales,Staphylococcus aureus,,,17641,,unclassified Rosenblumvirus,linear,Staphylococcus phage BP39
NC_031044,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis DGCC11032,,,22179,,Ceduovirus,linear,Lactococcus phage M6165
NC_031043,Viruses,Myoviridae,Caudovirales,Erwinia amylovora ATCC 29780,,,229501,,,linear,Erwinia phage vB_EamM_Phobos
NC_031042,Viruses,Siphoviridae,Caudovirales,Salmonella typhimurium,,,111325,,unclassified Tequintavirus,linear,Salmonella phage NR01
NC_031040,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis 3107,,,31987,,,linear,Lactococcus phage 50101
NC_031037,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subsp. kurstaki,,,163041,,unclassified Wphvirus,linear,Bacillus phage Nigalana
NC_031036,Viruses,Siphoviridae,Caudovirales,Lactobacillus casei BL23,,,35068,,,linear,Lactobacillus phage PLE2
NC_031030,Viruses,Myoviridae,Caudovirales,Escherichia coli O157,,,170788,,unclassified Tequatrovirus,linear,Escherichia phage UFV-AREG1
NC_031029,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,93686,,unclassified Smoothievirus,linear,Gordonia phage Cucurbita
NC_031028,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,45285,,Gordonia virus Ghobes,linear,Gordonia phage Ghobes
NC_031027,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subsp. kurstaki,,,162359,,unclassified Wphvirus,linear,Bacillus phage SageFayge
NC_031026,Viruses,Siphoviridae,Caudovirales,Salmonella typhimurium ATCC 13111,,,49167,,unclassified Tlsvirus,linear,Salmonella phage phSE-2
NC_031025,Viruses,Podoviridae,Caudovirales,Klebsiella pneumoniae,,,42201,,Drulisvirus,linear,Klebsiella phage KpV475
NC_031022,Viruses,Siphoviridae,Caudovirales,Shigella sonnei,,,108050,,unclassified Tequintavirus,linear,Shigella phage SHSML-45
NC_031018,Viruses,Podoviridae,Caudovirales,Citrobacter freundii CF3,,,39274,,Teseptimavirus,linear,Citrobacter phage SH4
NC_031017,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis 3107,,,32409,,,linear,Lactococcus phage 63301
NC_031015,Viruses,Podoviridae,Caudovirales,Bacillus thuringiensis subspecies kurstaki,,,26504,,unclassified Salasvirus,linear,Bacillus phage Claudi
NC_031014,Viruses,Podoviridae,Caudovirales,Pseudomonas syringae,,,40008,,Pseudomonas virus Andromeda,linear,Pseudomonas phage Andromeda
NC_031013,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis SMQ-86,,,34396,,,linear,Lactococcus phage 28201
NC_031012,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subspecies kurstaki,,,162151,,unclassified Wphvirus,linear,Bacillus phage Kida
NC_031011,Viruses,Myoviridae,Caudovirales,Shigella sonnei,,,168993,,unclassified Tequatrovirus,linear,Shigella phage SHFML-26
NC_031010,Viruses,Myoviridae,Caudovirales,Erwinia amylovora ATCC 29780,,,246390,,,linear,Erwinia phage vB_EamM_Kwan
NC_031009,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis DGCC7271,,,22884,,Ceduovirus,linear,Lactococcus phage D4412
NC_031008,Viruses,Podoviridae,Caudovirales,Staphylococcus aureus,,,17861,,unclassified Rosenblumvirus,linear,Staphylococcus phage SLPW
NC_031007,Viruses,Myoviridae,Caudovirales,Erwinia amylovora ATCC 29780,,,223935,,,linear,Erwinia phage vB_EamM_EarlPhillipIV
NC_031004,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,41857,,Gordonia virus Nyceirae,linear,Gordonia phage Nyceirae
NC_031001,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,66611,,,linear,Gordonia phage Terapin
NC_031113,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,44513,,unclassified Dhillonvirus,linear,Escherichia phage Gluttony
NC_031091,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,43277,,,linear,Pseudomonas phage MD8
NC_031051,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis ATCC 19433,,,37933,,Enterococcus virus SANTOR1,linear,Enterococcus phage SANTOR1
NC_031019,Viruses,Podoviridae,Caudovirales,Salmonella enterica subsp. enterica,,,41809,,Lederbergvirus,linear,Enterobacteria phage UAB_Phi20
NC_031085,Viruses,Myoviridae,Caudovirales,Shigella sonnei,,,166634,,Shigella virus SHBML501,linear,Shigella phage SHBML-50-1
NC_031065,Viruses,Myoviridae,Caudovirales,Salmonella Newport strain C398,,,159878,,unclassified Gelderlandvirus,linear,Salmonella phage vB_SnwM_CGG4-1
NC_031034,Viruses,Herelleviridae,Caudovirales,"Bacillus thuringiensis Berliner 1915, DSM 350",,,161140,,unclassified Wphvirus,linear,Bacillus phage SalinJah
NC_031024,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis DSM350,,,162308,,unclassified Wphvirus,linear,Bacillus phage Belinda
NC_031020,Viruses,Myoviridae,Caudovirales,Morganella sp.,,,163201,,unclassified Tevenvirinae,linear,Morganella phage vB_MmoM_MP1
NC_031016,Viruses,Siphoviridae,Caudovirales,Lactococcus garvieae Lg2,,,40273,,,linear,Lactococcus phage PLgT-1
NC_031002,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis DGCC11032,,,21697,,Ceduovirus,linear,Lactococcus phage M6162
NC_031123,Viruses,Podoviridae,Caudovirales,Citrobacter freundii CF3,,,39444,,Teseptimavirus,linear,Citrobacter phage SH3
NC_031086,Viruses,Podoviridae,Caudovirales,Acinetobacter baumannii 54149,,,40570,,unclassified Friunavirus,linear,Acinetobacter phage phiAB6
NC_031039,Viruses,Myoviridae,Caudovirales,Bacillus subtilis subsp. subtilis 168,,,251042,,,linear,Bacillus phage AR9
NC_031006,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subsp. kurstaki,,,161552,,unclassified Wphvirus,linear,Bacillus phage DIGNKC
NC_031126,Viruses,Myoviridae,Caudovirales,Erwinia amylovora ATCC 29780,,,244840,,unclassified Machinavirus,linear,Erwinia phage vB_EamM_ChrisDB
NC_031125,Viruses,Siphoviridae,Caudovirales,Lactobacillus casei BL23,,,41005,,,linear,Lactobacillus phage PLE3
NC_031116,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subsp. kurstaki,,,163345,,unclassified Wphvirus,linear,Bacillus phage Zuko
NC_031099,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,44536,,Gordonia virus Hedwig,linear,Gordonia phage Hedwig
NC_031094,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus ST64987,,,33105,,,linear,Streptococcus virus 9872
NC_031073,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa clinical isolate PA31,,,94555,,Pseudomonas virus MAG1,linear,Pseudomonas phage vB_PaeM_MAG1
NC_031069,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus ST64987,,,32729,,,linear,Streptococcus virus 9871
NC_031023,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus ST64987,,,32649,,,linear,Streptococcus virus 9874
NC_030953,Viruses,Myoviridae,Caudovirales,Shigella sonnei,,,170650,,unclassified Tequatrovirus,linear,Shigella phage SHFML-11
NC_030951,Viruses,Myoviridae,Caudovirales,Clostridium tetani C2,,,38243,,,circular,Clostridium phage phiCTC2B
NC_030949,Viruses,Myoviridae,Caudovirales,Clostridium tetani C2,,,47020,,,circular,Clostridium phage phiCTC2A
NC_030946,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae 10B00617,,,33477,,,linear,Streptococcus phage phiARI0923
NC_030945,Viruses,Myoviridae,Caudovirales,Bacillus alcalophilus CGMCC 1.3604,,,39873,,,linear,Bacillus phage BalMu-1
NC_030944,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,74073,,Demosthenesvirus,linear,Gordonia phage Demosthenes
NC_030942,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,55524,,Gordonia virus Britbrat,linear,Gordonia phage BritBrat
NC_030941,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,46600,,Gordonia virus Cozz,linear,Gordonia phage Cozz
NC_030936,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,93843,,Smoothievirus,linear,Gordonia phage Bachita
NC_030935,Viruses,Siphoviridae,Caudovirales,Gordonia rubropertincta strain CON38,,,17727,,,linear,Gordonia phage GRU3
NC_030934,Viruses,Myoviridae,Caudovirales,Pseudomonas syringae pv. porri LMG 28495,,,90552,,Pseudomonas virus KIL4,linear,Pseudomonas phage vB_PsyM_KIL1
NC_030929,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa PA14,,,49033,,,linear,Pseudomonas phage JBD44
NC_030924,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,75680,,Woesvirus,linear,Gordonia phage Monty
NC_030923,Viruses,Podoviridae,Caudovirales,Pseudomonas putida YMC11/06/C171,,,45417,,unclassified Autographivirinae,linear,Pseudomonas phage YMC11/06/C171_PPU_BP
NC_030920,Viruses,Herelleviridae,Caudovirales,Bacillus megaterium,,,165868,,unclassified Bastillevirinae,linear,Bacillus phage Eldridge
NC_030916,Viruses,Siphoviridae,Caudovirales,Tsukamurella paurometabola strain CON55,,,56212,,,linear,Tsukamurella phage TPA4
NC_030914,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,75462,,Demosthenesvirus,linear,Gordonia phage Kvothe
