Genus_species,Domain,Phylum,Class,Order,Family,Genus
Chryseobacterium_balustinum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_bernardetii,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_camelliae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_carnipullorum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_carnis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_gallinarum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_glaciei,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_gleum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_haifense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_indologenes,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_indoltheticum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_jeonii,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_joostei,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_lactis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_nakagawai,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_piperi,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_shandongense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_sp,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseobacterium_taklimakanense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseolinea_sp,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,NA,Chryseolinea
Citrobacter_amalonaticus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_braakii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_farmeri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_freundii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_koseri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_pasteurii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_rodentium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_werkmanii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citrobacter_youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Citromicrobium_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium
Clavibacter_insidiosus,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter
Clavibacter_michiganensis,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter
Cloacibacillus_porcorum,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
Cloacibacterium_normanense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium
Clostridiaceae_bacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
Clostridiales_bacterium,Bacteria,Bacteria,Bacteria,Bacteria,NA,NA
Clostridioides_difficile,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides
Clostridium_aceticum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_acetobutylicum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_autoethanogenum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_baratii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_beijerinckii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_bornimense,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_botulinum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_butyricum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_carboxidivorans,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_cellulovorans,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_chauvoei,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_cochlearium,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_difficile,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_drakei,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_estertheticum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_formicaceticum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_isatidis,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_kluyveri,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_lentocellum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_ljungdahlii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_novyi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_pasteurianum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_saccharobutylicum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_saccharoperbutylacetonicum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_scatologenes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_septicum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_sp,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_sporogenes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_sticklandii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_taeniosporum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_tetani,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium_tyrobutyricum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Clostridium],NA,NA,NA,NA,NA,NA
Cnuibacter_physcomitrellae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cnuibacter
Cobetia_marina,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia
Cohnella_sp,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella
Collimonas_arenae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
Collimonas_fungivorans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
Collimonas_pratensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
Collinsella_aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
Colwellia_beringensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
Colwellia_psychrerythraea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
Colwellia_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
Comamonadaceae_bacterium,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA
Comamonas_kerstersii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Comamonas_serinivorans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Comamonas_testosteroni,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Comamonas_thiooxydans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Commensalibacter_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter
complete_chromosome,NA,NA,NA,NA,NA,NA
complete_genome,NA,NA,NA,NA,NA,NA
Complete_genome,NA,NA,NA,NA,NA,NA
Conexibacter_woesei,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter
Confluentimicrobium_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium
Coprothermobacter_proteolyticus,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprotherobacterales,Coprothermobacteraceae,Coprothermobacter
Coraliomargarita_akajimensis,Bacteria,Verrumicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita
Corallococcus_coralloides,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus
Coriobacteriaceae_bacterium,Bacteria,Actinobacteria,Coriobacteriia,Corynebacteriales,Corynebacteriaceae,NA
Coriobacterium_glomerans,Bacteria,Actinobacteria,Coriobacteriia,Corynebacteriales,Corynebacteriaceae,Coriobacterium
Corynebacterium_ammoniagenes,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_aquilae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_argentoratense,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_atypicum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_aurimucosum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_callunae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_camporealensis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_casei,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_choanis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_crudilactis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_cystitidis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_deserti,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_diphtheriae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_doosanense,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_efficiens,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_epidermidicanis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_falsenii,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_flavescens,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_frankenforstense,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_geronticis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_glaucum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_glutamicum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_glyciniphilum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_halotolerans,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_humireducens,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_imitans,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_jeikeium,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_kroppenstedtii,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_kutscheri,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_lactis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_marinum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_maris,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_matruchotii,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_minutissimum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_mustelae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_pelargi,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_phocae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_provencense,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_pseudopelargi,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_pseudotuberculosis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_renale,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_resistens,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_segmentosum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_simulans,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_singulare,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_sp,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_sphenisci,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_stationis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_striatum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_terpenotabidum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_testudinoris,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_ulcerans,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_urealyticum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_ureicelerivorans,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_uterequi,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_variabile,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_vitaeruminis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium_xerosis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Coxiella_burnetii,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
Coxiella_endosymbiont,NA,NA,NA,NA,NA,NA
Coxiella-like,NA,NA,NA,NA,NA,NA
Crinalium_epipsammum,Bacteria,Cyanobacteria,Oscillatoriophycidea,Oscillatoriales,Gomontiellaceae,Crinalium
Croceibacter_atlanticus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter
Croceicoccus_marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus
Croceicoccus_naphthovorans,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus
Cronobacter_condimenti,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Cronobacter_dublinensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Cronobacter_malonaticus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Cronobacter_muytjensii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Cronobacter_sakazakii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Cronobacter_turicensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Cronobacter_universalis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Cryobacterium_arcticum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium
Cryobacterium_sp,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium
Cryptobacterium_curtum,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium
Cuniculiplasma_divulgatum,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Cuniculiplasmataceae,Cuniculiplasma
Cupriavidus_basilensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Cupriavidus_gilardii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Cupriavidus_metallidurans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Cupriavidus_necator,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Cupriavidus_pauculus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Cupriavidus_sp,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Curtobacterium_pusillum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium
Curtobacterium_sp,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium
Cutibacterium_acnes,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
Cutibacterium_avidum,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
Cutibacterium_granulosum,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
Cyanobacterium_aponinum,Bacteria,Cyanobacteria,Cyanobacteria,Chroococcales,Cyanobacteriaceae,Cyanobacterium
Cyanobacterium_endosymbiont,NA,NA,NA,NA,NA,NA
Cyanobium_gracile,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Cyanobium
Cyanobium_sp,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Cyanobium
Cyanothece_sp,Bacteria,Cyanobacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae
Cyclobacterium_amurskyense,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium
Cyclobacterium_marinum,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium
Cycloclasticus_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus
Cycloclasticus_zancles,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus
Cystobacter_fuscus,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacter
Cytophaga_hutchinsonii,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga
Dactylococcopsis_salina,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Dactylococcopsis
Dechloromonas_aromatica,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas
